gene
ENSG00000244734
ENSG00000163736
ENSG00000143546
ENSG00000211653
ENSG00000211945
ENSG00000239951
ENSG00000163220
ENSG00000275896
ENSG00000188536
ENSG00000244437
ENSG00000276566
ENSG00000244575
ENSG00000251562
ENSG00000019582
ENSG00000211644
ENSG00000211660
ENSG00000282122
ENSG00000282651
ENSG00000211668
ENSG00000241351
ENSG00000276775
ENSG00000154146
ENSG00000243264
ENSG00000211666
ENSG00000239855
ENSG00000211949
ENSG00000241755
ENSG00000211663
ENSG00000211962
ENSG00000211966
ENSG00000280411
ENSG00000101162
ENSG00000196415
ENSG00000278196
ENSG00000115523
ENSG00000206172
ENSG00000211951
ENSG00000239819
ENSG00000211935
ENSG00000211956
ENSG00000243466
ENSG00000211959
ENSG00000211973
ENSG00000242371
ENSG00000090382
ENSG00000211933
ENSG00000211625
ENSG00000211652
ENSG00000275063
ENSG00000224041
ENSG00000243238
ENSG00000211934
ENSG00000211598
ENSG00000211967
ENSG00000211650
ENSG00000225523
ENSG00000211968
ENSG00000211937
ENSG00000211950
ENSG00000211651
ENSG00000243290
ENSG00000241244
ENSG00000211658
ENSG00000211659
ENSG00000087086
ENSG00000274576
ENSG00000224650
ENSG00000107317
ENSG00000211673
ENSG00000211649
ENSG00000211974
ENSG00000211961
ENSG00000251039
ENSG00000211664
ENSG00000211938
ENSG00000281990
ENSG00000211640
ENSG00000240382
ENSG00000167996
ENSG00000240671
ENSG00000163737
ENSG00000211964
ENSG00000211941
ENSG00000168497
ENSG00000211947
ENSG00000211655
ENSG00000180573
ENSG00000203618
ENSG00000240864
ENSG00000211662
ENSG00000270550
ENSG00000105374
ENSG00000169704
ENSG00000211665
ENSG00000150681
ENSG00000211648
ENSG00000005381
ENSG00000127920
ENSG00000243063
ENSG00000211637
ENSG00000225698
ENSG00000075624
ENSG00000102804
ENSG00000211672
ENSG00000211638
ENSG00000241294
ENSG00000211943
ENSG00000211965
ENSG00000120885
ENSG00000113140
ENSG00000211654
ENSG00000204420
ENSG00000005249
ENSG00000211670
ENSG00000211669
ENSG00000211942
ENSG00000228325
ENSG00000198712
ENSG00000282939
ENSG00000198804
ENSG00000101335
ENSG00000211976
ENSG00000242580
ENSG00000282639
ENSG00000211955
ENSG00000271503
ENSG00000197956
ENSG00000101439
ENSG00000204287
ENSG00000216490
ENSG00000211897
ENSG00000233999
ENSG00000231475
ENSG00000224373
ENSG00000211972
ENSG00000211895
ENSG00000088726
ENSG00000104267
ENSG00000223350
ENSG00000277856
ENSG00000166091
ENSG00000198840
ENSG00000275158
ENSG00000274752
ENSG00000275302
ENSG00000275791
ENSG00000211599
ENSG00000253234
ENSG00000278030
ENSG00000222037
ENSG00000211970
ENSG00000232216
ENSG00000242076
ENSG00000124491
ENSG00000211745
ENSG00000163221
ENSG00000239862
ENSG00000140287
ENSG00000109272
ENSG00000278828
ENSG00000111644
ENSG00000276953
ENSG00000196126
ENSG00000196154
ENSG00000005961
ENSG00000211734
ENSG00000197353
ENSG00000175984
ENSG00000162722
ENSG00000237702
ENSG00000241657
ENSG00000211710
ENSG00000149564
ENSG00000211643
ENSG00000245532
ENSG00000038427
ENSG00000253291
ENSG00000211642
ENSG00000133742
ENSG00000104055
ENSG00000156265
ENSG00000211747
ENSG00000275743
ENSG00000142089
ENSG00000161911
ENSG00000212907
ENSG00000205542
ENSG00000266412
ENSG00000166710
ENSG00000211632
ENSG00000223648
ENSG00000211714
ENSG00000231389
ENSG00000211725
ENSG00000011600
ENSG00000259207
ENSG00000169245
ENSG00000173369
ENSG00000211720
ENSG00000127824
ENSG00000283063
ENSG00000211724
ENSG00000253188
ENSG00000276405
ENSG00000158710
ENSG00000237254
ENSG00000211746
ENSG00000130066
ENSG00000108960
ENSG00000211611
ENSG00000198938
ENSG00000230099
ENSG00000095303
ENSG00000211750
ENSG00000165682
ENSG00000171611
ENSG00000198727
ENSG00000035403
ENSG00000187699
ENSG00000100453
ENSG00000180644
ENSG00000158050
ENSG00000085265
ENSG00000228253
ENSG00000204482
ENSG00000259198
ENSG00000211753
ENSG00000211728
ENSG00000107447
ENSG00000128322
ENSG00000167644
ENSG00000211727
ENSG00000211639
ENSG00000211946
ENSG00000196565
ENSG00000276809
ENSG00000211677
ENSG00000130830
ENSG00000169756
ENSG00000232869
ENSG00000253818
ENSG00000254614
ENSG00000213934
ENSG00000253239
ENSG00000211721
ENSG00000105369
ENSG00000077984
ENSG00000159674
ENSG00000185245
ENSG00000223865
ENSG00000142669
ENSG00000137441
ENSG00000124635
ENSG00000211716
ENSG00000253998
ENSG00000132465
ENSG00000226660
ENSG00000276557
ENSG00000211706
ENSG00000229769
ENSG00000104904
ENSG00000156234
ENSG00000184702
ENSG00000275243
ENSG00000167460
ENSG00000253780
ENSG00000211821
ENSG00000204472
ENSG00000197253
ENSG00000211695
ENSG00000142609
ENSG00000156738
ENSG00000197746
ENSG00000170271
ENSG00000137801
ENSG00000163131
ENSG00000172232
ENSG00000145425
ENSG00000287065
ENSG00000184113
ENSG00000162366
ENSG00000140022
ENSG00000196735
ENSG00000276819
ENSG00000203747
ENSG00000158457
ENSG00000124762
ENSG00000211890
ENSG00000287245
ENSG00000231500
ENSG00000103187
ENSG00000163191
ENSG00000223855
ENSG00000041353
ENSG00000171223
ENSG00000100450
ENSG00000211817
ENSG00000158869
ENSG00000211899
ENSG00000123405
ENSG00000129757
ENSG00000111796
ENSG00000113088
ENSG00000137198
ENSG00000211801
ENSG00000250334
ENSG00000206177
ENSG00000142937
ENSG00000108839
ENSG00000137076
ENSG00000026025
ENSG00000183395
ENSG00000223609
ENSG00000197461
ENSG00000170345
ENSG00000188677
ENSG00000088826
ENSG00000244116
ENSG00000047648
ENSG00000173372
ENSG00000100721
ENSG00000101856
ENSG00000282499
ENSG00000204323
ENSG00000159189
ENSG00000197249
ENSG00000198695
ENSG00000100351
ENSG00000286163
ENSG00000008517
ENSG00000166333
ENSG00000061918
ENSG00000242534
ENSG00000183785
ENSG00000065534
ENSG00000120738
ENSG00000119862
ENSG00000145649
ENSG00000109321
ENSG00000257987
ENSG00000143595
ENSG00000107438
ENSG00000145335
ENSG00000129991
ENSG00000172543
ENSG00000105825
ENSG00000204424
ENSG00000251546
ENSG00000180354
ENSG00000115758
ENSG00000211752
ENSG00000102145
ENSG00000211685
ENSG00000250361
ENSG00000211717
ENSG00000144868
ENSG00000049323
ENSG00000114541
ENSG00000140416
ENSG00000125952
ENSG00000148346
ENSG00000143603
ENSG00000211777
ENSG00000100097
ENSG00000153071
ENSG00000239961
ENSG00000064601
ENSG00000225936
ENSG00000236320
ENSG00000010278
ENSG00000085733
ENSG00000081041
ENSG00000211800
ENSG00000268555
ENSG00000069482
ENSG00000211592
ENSG00000112077
ENSG00000170458
ENSG00000258791
ENSG00000185340
ENSG00000261082
ENSG00000225746
ENSG00000211667
ENSG00000179344
ENSG00000165949
ENSG00000134668
ENSG00000227507
ENSG00000158856
ENSG00000198899
ENSG00000127314
ENSG00000128016
ENSG00000166428
ENSG00000211789
ENSG00000102287
ENSG00000162614
ENSG00000236304
ENSG00000267279
ENSG00000176783
ENSG00000101292
ENSG00000242472
ENSG00000169877
ENSG00000108700
ENSG00000160307
ENSG00000239474
ENSG00000174640
ENSG00000108846
ENSG00000197747
ENSG00000100448
ENSG00000164112
ENSG00000250101
ENSG00000198786
ENSG00000174175
ENSG00000148908
ENSG00000163563
ENSG00000151023
ENSG00000105711
ENSG00000172159
ENSG00000149781
ENSG00000158517
ENSG00000198478
ENSG00000105329
ENSG00000166897
ENSG00000049130
ENSG00000152518
ENSG00000185559
ENSG00000168685
ENSG00000214548
ENSG00000276597
ENSG00000133317
ENSG00000211679
ENSG00000197766
ENSG00000169583
ENSG00000276488
ENSG00000282080
ENSG00000140600
ENSG00000204613
ENSG00000102387
ENSG00000153162
ENSG00000256590
ENSG00000160789
ENSG00000211790
ENSG00000117586
ENSG00000163364
ENSG00000213145
ENSG00000072657
ENSG00000247982
ENSG00000248514
ENSG00000185201
ENSG00000205639
ENSG00000254046
ENSG00000287860
ENSG00000213741
ENSG00000105971
ENSG00000233968
ENSG00000253534
ENSG00000253474
ENSG00000211749
ENSG00000211792
ENSG00000101470
ENSG00000283633
ENSG00000115641
ENSG00000285935
ENSG00000227640
ENSG00000205809
ENSG00000177324
ENSG00000128245
ENSG00000013016
ENSG00000251578
ENSG00000221869
ENSG00000122643
