Gene
ENSG00000100983
ENSG00000112096
ENSG00000117450
ENSG00000233276
ENSG00000167468
ENSG00000167815
ENSG00000176153
ENSG00000165672
ENSG00000104687
ENSG00000060762
ENSG00000143158
ENSG00000155380
ENSG00000100075
ENSG00000075415
ENSG00000169100
ENSG00000005022
ENSG00000151729
ENSG00000112992
ENSG00000103375
ENSG00000074410
ENSG00000118298
ENSG00000133742
ENSG00000167434
ENSG00000131686
ENSG00000168748
ENSG00000164879
ENSG00000185015
ENSG00000107159
ENSG00000104267
ENSG00000174990
ENSG00000169239
ENSG00000115419
ENSG00000135821
ENSG00000146166
ENSG00000182902
ENSG00000177542
ENSG00000135423
ENSG00000128059
ENSG00000159131
ENSG00000178921
ENSG00000128050
ENSG00000239900
ENSG00000138363
ENSG00000185100
ENSG00000035687
ENSG00000143774
ENSG00000048392
ENSG00000171848
ENSG00000167325
ENSG00000140057
ENSG00000154027
ENSG00000106992
ENSG00000004455
ENSG00000084774
ENSG00000102967
ENSG00000114491
ENSG00000162368
ENSG00000176890
ENSG00000168393
ENSG00000143156
ENSG00000172113
ENSG00000103024
ENSG00000243678
ENSG00000239672
ENSG00000171793
ENSG00000047230
ENSG00000148672
ENSG00000182890
ENSG00000120053
ENSG00000125166
ENSG00000115840
ENSG00000004864
ENSG00000021826
ENSG00000036473
ENSG00000102743
ENSG00000120329
ENSG00000130707
ENSG00000126522
ENSG00000118520
ENSG00000115758
ENSG00000116649
ENSG00000102172
ENSG00000099810
ENSG00000198931
ENSG00000240583
ENSG00000167580
ENSG00000161798
ENSG00000171885
ENSG00000135517
ENSG00000171766
ENSG00000159423
ENSG00000143811
ENSG00000250799
ENSG00000135002
ENSG00000160688
ENSG00000070669
ENSG00000162174
ENSG00000166183
ENSG00000116984
ENSG00000168906
ENSG00000038274
ENSG00000151224
ENSG00000156110
ENSG00000160200
ENSG00000116761
ENSG00000177000
ENSG00000110195
ENSG00000110203
ENSG00000060982
ENSG00000105552
ENSG00000248098
ENSG00000137992
ENSG00000083123
ENSG00000128928
ENSG00000131844
ENSG00000078070
ENSG00000148090
ENSG00000151498
ENSG00000117054
ENSG00000084754
ENSG00000138029
ENSG00000127884
ENSG00000106049
ENSG00000137124
ENSG00000143149
ENSG00000164904
ENSG00000111275
ENSG00000072210
ENSG00000119711
ENSG00000124370
ENSG00000146085
ENSG00000092621
ENSG00000135069
ENSG00000146733
ENSG00000176974
ENSG00000139410
ENSG00000135094
ENSG00000167701
ENSG00000166123
ENSG00000182199
ENSG00000164933
ENSG00000228716
ENSG00000120254
ENSG00000100714
ENSG00000065911
ENSG00000136010
ENSG00000144908
ENSG00000163738
ENSG00000120437
ENSG00000112972
ENSG00000076555
ENSG00000278540
ENSG00000169710
ENSG00000185973
ENSG00000129151
ENSG00000151726
ENSG00000123983
ENSG00000068366
ENSG00000164398
ENSG00000169169
ENSG00000205560
ENSG00000110090
ENSG00000178537
ENSG00000157184
ENSG00000115361
ENSG00000167315
ENSG00000072778
ENSG00000161533
ENSG00000197496
ENSG00000154025
ENSG00000142583
ENSG00000151229
ENSG00000117834
ENSG00000198743
ENSG00000173262
ENSG00000115665
ENSG00000100191
ENSG00000160326
ENSG00000105641
ENSG00000133460
ENSG00000059804
ENSG00000138074
ENSG00000109667
ENSG00000100170
ENSG00000158865
ENSG00000146411
ENSG00000148942
ENSG00000256870
ENSG00000136856
ENSG00000117394
ENSG00000140675
ENSG00000197241
ENSG00000163581
ENSG00000181856
ENSG00000139209
ENSG00000017483
ENSG00000164363
ENSG00000111371
ENSG00000147003
ENSG00000268104
ENSG00000174358
ENSG00000134294
ENSG00000188338
ENSG00000149150
ENSG00000165457
ENSG00000003989
ENSG00000165349
ENSG00000139514
ENSG00000112394
ENSG00000167703
ENSG00000123643
ENSG00000130234
ENSG00000196517
ENSG00000186335
ENSG00000165970
ENSG00000135218
ENSG00000130304
ENSG00000167114
ENSG00000197375
ENSG00000141526
ENSG00000100156
ENSG00000118596
ENSG00000132874
ENSG00000141469
ENSG00000174669
ENSG00000112759
ENSG00000180773
ENSG00000079215
ENSG00000105143
ENSG00000162383
ENSG00000106688
ENSG00000110436
ENSG00000130005
ENSG00000104879
ENSG00000166165
ENSG00000002726
ENSG00000131480
ENSG00000131471
ENSG00000084110
ENSG00000139344
ENSG00000160282
ENSG00000088386
ENSG00000172508
ENSG00000128683
ENSG00000008311
ENSG00000109576
ENSG00000105607
ENSG00000121310
ENSG00000134240
ENSG00000129596
ENSG00000198650
ENSG00000158104
ENSG00000113924
ENSG00000100577
ENSG00000103876
ENSG00000081760
ENSG00000103257
ENSG00000115919
ENSG00000117009
ENSG00000162882
ENSG00000153086
ENSG00000183032
ENSG00000184470
ENSG00000198431
ENSG00000198754
ENSG00000083720
ENSG00000075239
ENSG00000167588
ENSG00000152463
ENSG00000109929
ENSG00000147155
ENSG00000132196
ENSG00000147383
ENSG00000123505
ENSG00000113161
ENSG00000110921
ENSG00000163344
ENSG00000067064
ENSG00000148377
ENSG00000167508
ENSG00000152904
ENSG00000104549
ENSG00000160285
ENSG00000001630
ENSG00000143815
ENSG00000149809
ENSG00000170271
ENSG00000183305
ENSG00000052802
ENSG00000079459
ENSG00000163655
ENSG00000106348
ENSG00000178035
ENSG00000179520
ENSG00000091664
ENSG00000104888
ENSG00000115902
ENSG00000103064
ENSG00000021488
ENSG00000168003
ENSG00000155465
ENSG00000278550
ENSG00000130876
ENSG00000137204
ENSG00000092068
ENSG00000163817
ENSG00000011083
ENSG00000138079
ENSG00000151012
ENSG00000175003
ENSG00000150540
ENSG00000116133
ENSG00000136750
ENSG00000138796
ENSG00000072506
ENSG00000183077
ENSG00000131203
ENSG00000151790
ENSG00000188676
